,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
8346,7,26,3,14649.275,1118.772917,3,5,9,0,5,0.0,5.65,0.0,1,554.58,26.49110933,273,1,70284.0,50.48467047,341.3926212
444,5,23,7,87939.04,7343.253333,2,4,11,2,8,7.0,5.98,4.0,1,320.89,33.70484329,309,1,74.00774816,530.0262624,400.2913228
858,2,22,7,16106.84,1368.236667,4,7,8,1,6,10.0,2.62,0.0,1,1174.53,30.5219689,305,0,12.36727907,83.17444658,301.281941
841,3,54,3,43609.13,3420.094167,2,3,11,1,10,2.0,2.5,3.0,1,1312.58,30.23451473,287,1,24.96760289,106.4484369,460.5933768
11316,6,42,4,70580.16,5991.68,5,3,4,4,6,2.0,9.93,3.0,1,1362.34,33.90209579550498,379,0,221.770361,328.61666407266796,317.6142177196721
10109,2,47,3,57036.6088633329,4612.060499233812,5,4,4,2,3,5.220053159947891,4.20865135864768,1.8899734200260543,1,740.6413171206808,33.42424466492749,253,1,73.59424146150374,279.5642646639361,376.94727801710155
9606,5,15,14,10405.01,694.0841667,6,7,30,5,54,15.0,12.66,9.0,2,2086.22,36.77139695,181,2,33.60279492,78.66253233,247.1430894
994,7,-500,9,32176.68,2399.39,9,8,27,4,66,20.0,17.06,16.0,2,2464.3,31.16748182,92,2,59.07279097,312.537626,158.3285831
6832,7,36,6,134978.24,10541.52075,8,5,15,2,9,16.0,9.89,3.0,2,668.14,41.61797405,318,2,662.7777405,148.8875069,1061.919336
1554,5,20,11,33189.56,3030.796667,9,7,32,8,35,15.0,4.47,15.0,0,4273.39,26.13407022,128,0,195.2795765,266.3110919,131.4889983
9967,4,31,2,39420.54,3389.045,6,8,33,7,25,19.0,11.99,10.0,2,1962.59,24.96697792,242,0,185.6925413,415.9647636,27.24719505
12015,0,30,9,81469.70483711072,6926.209016934949,3,3,5,3,7,1.3723565913806013,3.551785258019269,1.306577871943691,1,83.21838897918647,37.20688286863896,263,1,141.72157871391784,69.39374293351965,724.5713587825734
11723,3,21,10,83205.17800842552,6803.734158810888,2,3,5,2,11,0.14643625660281612,11.857032409660789,0.5857450264112645,1,440.06642810901985,34.782106091977965,255,0,156.2060222338888,138.00467258372242,643.2339959255638
7589,0,20,3,60214.04,5034.836667,7,5,18,5,16,18.0,1.97,12.0,0,1322.67,25.60075383,162,2,201.9560166,101.0653653,440.4622848
6679,7,31,1,14836.74,1151.395,5,5,2,4,17,1.0,9.99,2.0,1,832.06,40.0458627,313,0,36.91088386,110.4051538,257.8234624
2513,6,34,14,14243.265,1303.93875,688,1,7,-100,6,7.0,5.06,3.0,1,1008.32,36.40412993,313,1,11.73209087,137.0435572,271.6182269
2835,3,21,1,9901.355,919.1129167,7,5,21,3,12,15.0,10.54,11.0,2,2039.68,25.56748912,121,2,20.60428874,96.00887892,265.298124
7346,1,25,5,29563.72,2704.643333,8,7,17,5,50,18.0,10.05,11.0,2,1736.34,29.29770312,161,2,82.55306794,86.00996192,371.9013035
2233,1,47,6,124052.22,10290.685,2,6,2,3,23,3.0,17.31,4.0,1,330.83,38.85296964,267,1,179.0755493,352.7083068,747.2846438
3050,3,46,12,108255.72,9042.31,2,2,3,3,6,0.0,-3.57,1.0,1,794.74,39.89088401,340,1,136.6024578,250.8826728,796.7458693
8446,4,44,5,7097.015,500.4179167,10,9,22,7,53,22.0,23.84,11.0,0,3886.64,28.51846527,34,2,34.01045861,24.32435113,281.7069819
400,7,53,0,87017.92,7397.493333,2,4,5,2,0,6.0,11.5,1.0,1,64.67,35.77780047,245,1,107.8911468,251.1754789,660.6827076
10212,2,23,4,38750.2705183515,3259.05305939912,1,2,7,2,12,9.253403760217658,7.29149765449577,3.1643974931882277,1,607.2075450833427,34.01202087025885,268,1,67.56632308450958,122.35200751668316,400.1649878542859
9566,0,40,9,16997.715,1201.47625,2,2,7,2,3,13.0,2.73,1.0,1,1204.59,29.89179237,263,1,26.56462545,73.5125452,310.0704544
10704,0,42,6,119643.12,10127.26,3,2,8,2,13,5.0,2.89,2.0,1,186.99,36.95338974807969,291,1,103.2467749,534.4390443506486,632.9933796587785
1023,0,44,3,33030.03,2604.5025,3,5,4,1,4,10.0,10.59,1.0,1,1289.96,27.80133486,194,1,22.90157865,222.0534073,305.495264
3298,1,41,7,16259.845,1398.987083,3,7,6,4,2,11.0,1.6,5.0,1,1118.03,29.38486001,394,1,36.08426906,170.7590328,223.0554065
4504,4,41,13,95846.49,8264.2075,8,4,9,0,10,18.0,19.38,7.0,2,1493.69,25.09599589,370,2,0.0,638.5857095,457.8350405
11642,1,38,8,22250.874556187744,2085.6737690122986,3,5,12,2,4,11.913155439178084,10.144050968814874,0.4223682456555774,1,63.88154154726966,25.150651320422643,338,1,40.59264075940621,110.61511404735668,320.4648922640202
4792,6,42,7,40146.78,3194.565,6,6,15,5,20,24.0,16.72,12.0,0,3539.88,30.56409708,83,0,160.7881505,172.9932292,275.6751202
10145,5,48,8,20776.008070413074,1739.4668720138418,5,5,4,0,13,11.843656357077663,3.67554446708679,1.265484535616494,1,316.97698475973766,38.00633689767481,204,1,0.0,80.81476051492838,348.9136449057578
5466,7,28,2,25780.78,2188.398333,7,6,5,2,19,9.0,0.32,3.0,2,97.33,25.64447435,219,1,40.82459717,82.53818247,375.4770537
4972,4,19,12,32179.72,2828.643333,8,10,34,4,17,16.0,15.3,13.0,2,2588.02,27.94420564,131,2,87.66662097,42.43234864,402.7653637
7908,1,34,8,27954.68,2228.556667,3,3,12,-100,13,11.0,0.95,3.0,1,1440.56,26.5929647,262,1,50.37342112,202.1386537,240.3435918
4080,4,22,13,18305.25,1557.4375,2,1,4,0,14,9.0,5.27,3.0,1,363.51,29.81472348,247,0,0.0,142.7518958,302.9918542
803,1,22,14,9446.245,995.1870833,6,7,9,7,23,15.0,9.07,8.0,2,1689.51,36.44839406,234,0,38.22067168,39.68429157,301.6137451
1550,0,42,13,78658.16,6390.846667,5,3,3,1,14,8.0,6.86,1.0,1,195.21,25.08722472,197,1,38.9117822,247.0289432,603.1439412
1009,1,41,12,36454.03,2939.835833,4,5,9,2,5,10.0,1.63,2.0,2,688.99,28.5911245,327,1,42.51703118,232.2789791,309.187573
7630,0,43,5,14258646.0,1244.85375,705,1,10,3,6,12.0,11.92,7.0,1,495.74,22.12291799,313,1,37.44585941,23.20298767,303.8365279
2737,0,44,5,16358.97,1611.2475,9,9,23,9,42,25.0,5.14,10.0,0,2896.95,35.94656691,169,2,110.1315508,156.6057406,184.3874586
648,6,26,12,74478.72,6439.56,8,6,21,9,37,23.0,24.36,8.0,0,3773.63,26.79054429,168,2,499.7320248,271.1366928,123.0872825
8729,6,36,13,15615.3,1185.275,6,7,19,6,44,17.0,5.71,11.0,0,2666.06,35.59523331,24,2,45.45311166,97.01724627,266.0571421
2862,6,16,3,34620.62,2588.051667,3,5,25,2,9,18.0,5.23,9.0,2,1690.69,33.11231277,185,2,41.96470261,106.3121586,390.5283054
4950,0,48,2,64696.24,5319.353333,5,3,9,4,30,8.0,5.25,4.0,1,1038.25,37.08891057,373,1,122.8148196,506.9016343,182.2188794
6743,7,48,9,136150.6,11127.88333,1,5,9,3,6,0.0,10.72,3.0,1,260.29,34.83491205,325,1,177.6540722,300.1602982,884.973963
550,2,23,9,15604.245,1554.35375,4,3,11,4,13,8.0,1.64,2059.0,1,1065.71,33.35269044,334,1,47.62919148,55.40538752,312.400796
9349,1,47,3,18549.28,1698.773333,4,4,6,0,13,0.0,3.22,0.0,1,1247.3,36.68212249,246,1,0.0,107.2860906,342.5912427
6618,6,40,14,18762.55,1710.545833,8,6,24,6,32,372.0,21.51,10.0,0,3916.73,28.11088714,22,2,54.0572108,109.7606069,277.2367656
211,3,42,2,16511.395,1528.949583,2,5,8,2,3,1.0,7.91,4.0,1,1206.07,32.22244471,343,1,6345.0,114.5483584,313.8631454
10401,2,48,10,17063.678643421492,1176.4869013091484,1,6,2,2,17,11.0,8.763164161610717,2.5479420043680006,1,1251.2873490354218,33.681798031024144,237,1,28.82774844764584,27.521399085620377,303.5598325722469
8991,7,22,7,8477.51,648.4591667,8,9,27,5,39,20.0,8.87,12.0,0,4854.6,39.47128667,128,0,31.74688393,22.638354,300.4606787
11354,6,43,5,21637.515,1542.12625,3,5,9,0,9,0.0,3.15,0.0,1,999.48,23.9119001393424,378,1,0.0,84.5165276823946,359.6960973176054
6885,7,29,12,7139.64,451.97,10,8,30,6,53,20.0,4.46,9.0,0,1705.7,31.17551579,225,0,21.59530183,41.58738809,262.0143101
3543,2,45,9,34081.78,3076.148333,6,6,30,8,60,16.0,24.91,7.0,0,2612.33,27.75493375,90,2,226.7818043,37.16589418,293.6671348
5181,0,41,11,17481.785,1736.815417,4,6,5,-100,15,16.0,5.72,0.0,1,1148.28,32.28297219,293,1,18.07981229,115.6117461,329.9899833
1438,3,45,8,8305.15,620.0958333,7,5,32,9,51,18.0,1.97,8.0,0,3816.44,38.11934058,29,2,48.91599115,61.82778219,241.26581
2515,0,37,1,179072.36,15136.69667,2,2,5,4,7,9.0,8.82,3.0,1,269.2,32.95930605,202,1,457.5856834,598.9434873,707.140496
2868,0,17,12,62476.05,5096.3375,9,8,26,4,57,22.0,8.83,6.0,0,2560.25,37.1673855,180,2,134.6057483,157.3194442,487.7085576
2434,5,19,5,47641.53,4194.1275,7,7,28,7,58,23.0,6.94,8.0,0,2150.59,36.92058029,184,2,161.7476854,209.6750626,327.990002
9053,2,21,3,14363.25,1092.9375,10,7,19,7,43,21.0,16.76,6.0,0,1758.22,21.98177443,158,2,75.22149728,117.6599356,206.4123171
11115,6,50,10,132267.81828272415,11203.779437321613,2,4,11,1,14,-2.2141922283698294,2.730732158231083,3.9017740285462286,1,282.6482780960633,32.457000880798496,339,0,105.75004208226227,503.89506650004336,768.7683158133723
4374,4,34,4,95768.85,8115.7375,8,7,2257,5,24,10.0,17.23,9.0,2,1382.52,35.91458366,190,2,268.7903299,97.35951707,685.423903
1314,0,16,9,29469.98,2227.831667,7,7,24,5,53,21.0,26.94,11.0,0,3421.66,33.29865431,161,2,69.68545857,27.25079463,375.8469135
10293,5,30,8,144118.81939792607,12087.93208568101,6,4,3,0,11,8.346515175907506,5.8907064908373235,2.3708264595859116,1,441.95573820730306,45.4218230547981,346,1,66.6619124034259,258.3098798188154,1133.8214163224561
11317,2,24,12,34462.759970323015,2750.5199740903813,4,5,4,3,29,7.577173109513811,8.015718245821677,0.0,1,930.9425816415377,29.099448923884815,355,0,63.384510954363115,128.46621311377768,371.50996583134173
3979,2,55,10,20488.03,1507.335833,3,2,8,0,17,11.0,4.73,3.0,1,355.92,26.32486981,336,0,0.0,154.3940057,286.3395776
12,1,45,8,28475.19,2090.9325,5,4,990,4,10,18.0,11.96,6.0,2,147.14,28.74046268,147,2,67.08218314,47.49230743,354.5187594
818,6,35,12,20302.59,1991.8825,6,5,17,6,23,25.0,27.94,10.0,0,4828.75,32.87498852,113,2,62.88417238,30.7914982,355.5125794
2784,4,18,4,17686.19,1424.849167,9,9,19,6,36,21.0,20.04,9.0,0,2994.45,40.79526337,117,0,59.38569733,118.3877542,254.7114652
10768,2,39,5,147805.72086758117,11822.581909525983,2,4,9,2,7,14.179799569102286,3.8275137931202816,3.5937844828007037,1,279.13121696202467,31.436140828555974,322,1,766.5268522638646,550.4465186578504,802.6902457490178
453,4,30,8,21487.835,1602.652917,1,2,6,3,14,12.0,2.93,3.0,1,425.9,27.89247291,305,1,41.00638371,76.14478304,313.1141249
6769,1,38,6,16756.18,1331.348333,9,6,22,2,48,12.0,10.66,8.0,2,1941.73,25.81250202,189,2,32972.0,66.71824831,328.9744959
12064,1,49,11,36338.568920994374,3230.7262288152187,4,4,4,3,4,6.832636581108136,11.74264437059546,4.299581948664882,1,1460.5720980461629,24.503463684083506,323,1,90.21271192578564,133.3663270892255,358.83249120297614
1656,4,18,12,62476.05,5096.3375,9,8,26,4,60,22.0,13.83,9.0,0,2560.25,37.49440462,183,2,134.6057483,136.1104201,488.9175816
3457,0,33,13,81427.02,6877.585,2,2,3,4,3,-2.0,2.35,1.0,1,17.81,41.02438759,223,1,144.1510187,66.97265736,716.634824
4896,3,34,5,51323.52,4227.96,9,7,20,3,52,22.0,7.23,10.0,0,2461.73,31.57333028,209,2,112.478757,268.4470397,301.8702034
10871,2,25,0,98917.23,8513.1025,1,4,1,2,3,3.0,7.92,2.0,1,738.81,30.509670079603527,181,1,115.5313247,227.5903755629388,758.1885497370612
9784,5,30,6,19916.14,1840.678333,6,5,22,7,37,23.0,0.9,7.0,0,4358.08,25.8841452,165,0,76.85648948,28.08415291,329.1271909
10796,0,31,5,58369.01973056686,4932.0424968806,3,1,3,0,6,1.9850350115294462,5.781795798616466,3.007482494235277,1,301.0601020267988,34.78711429917155,334,1,17.091569771218417,126.03359016633536,604.9668523470519
2908,4,33,14,73615.36,5998.613333,6,9,15,9,56,16.0,8.48,8.0,0,4867.95,33.71479842,98,2,364.5136571,362.291001,153.0566753
7013,2,34,6,17791.55,1587.629167,10,6,34,8,35,19.0,6.12,11.0,0,1682.62,33.98553812,131,2,116.5271836,157.6698546,164.5658785
940,4,27,12,18060.64,1280.053333,8,7,23,3,24,24.0,3.13,7.0,0,1384.96,28.0239705,212,2,30.22322907,34.57131779,313.2107865
9265,7,26,0,8927.89,461.9908333,9,9,30,5,17,17.0,-1.3,17.0,0,4667.75,35.62753739,51,0,30.61297278,22.85252798,272.7335826
11126,1,21,10,34628.06,3041.671667,1,3,4,1,7,3.0,0.5,0.0,1,1024.5,33.16097504678967,281,1,21.68893387,196.53018527594247,357.90990207212303
9593,1,55,11,115105.56,9684.13,4,5,18,4,22,20.0,8.26,8.0,2,695.19,36.97387034,218,2,289.628748,348.3214681,580.4627839
8479,3,-500,11,14835.22,1008.268333,10,10,27,2,48,18.0,6.4,11.0,0,2440.6,34.93273394,239,2,20.53959002,123.2636466,247.0235967
5524,4,31,6,17517.55,1293.795833,8,7,4,0,8,20.0,10.07,6.0,1,1321.23,39.5246947,187,1,0.0,121.7774718,297.6021116
7716,0,48,3,29112.32,2333.026667,2,1,6,2,2,4.0,2.87,4.0,1,1263.31,36.35568557,251,0,28.03740948,91.89795843,363.3672988
10402,5,47,6,44268.30076018141,3740.4631588464144,4,3,9,1,7,0.719047915648312,7.131452426925488,1.921428126527532,1,1416.8205439692792,39.31045994379835,226,1,23.936423704833402,148.74001509529526,464.17939789162494
8565,5,22,12,18743.8,1550.983333,4,7,996,3,6,15.0,13.24,6.0,2,2019.55,32.4731107,136,2,44.7635214,57.09086752,343.2439444
1400,4,24,9,15604.245,1554.35375,4,3,11,4,11,8.0,1.64,3.0,1,1065.71,30.23878329,339,0,47.62919148,185.8777336,211.9284499
30,4,44,14,17794.505,1340.875417,5,4,8,0,15,4.0,4.06,2.0,1,84.02,33.14730881,375,1,66806.0,52.58096627,371.5065754
3677,2,46,10,99776.28,8051.69,5,7,6,4,14,15.0,5.34,4.0,1,743.69,35.66431622,362,1,296.5228181,206.0865811,542.5596008
6648,0,28,8,29281.94,2588.161667,6,7,22,8,43,24.0,19.91,10.0,0,4432.46,38.99171178,120,2,161.9782192,145.264273,241.5736744
8270,0,22,0,35108.51,2850.709167,3,7,2,1,8,5.0,11.35,4.0,1,15.74,35.4802918,278,1,23.94761897,73.13003683,437.9932609
9753,5,39,0,80402.72,6780.226667,9,8,25,5,25,25.0,25.25,11.0,0,3167.0,25.29569375,70,2,178.6006603,250.661229,498.7607774
12256,2,33,0,31030.847922454897,2471.9485020153056,2,3,10,1,6,4.392542135889458,3.028576543727124,3.5950280905929715,1,362.1501766935963,34.683155212910194,277,1,20.45155151487272,257.85507967771946,258.88821909083896
6729,7,36,5,9828.82,653.0683333,9,9,25,8,12,14.0,5.36,12.0,0,3418.15,38.70916692,43,2,33.72536578,35.19715774,276.3843098
1108,1,36,9,15377.55,1208.4625,3,4,5,3,2,10.0,6.51,8.0,1,678.99,28.88802774,339,1,28.98979809,31.37410674,320.4823452
9520,7,30,5,16472.09,1563.674167,4,3,6,0,13,10.0,7.4,9.0,1,727.41,24.00800064,389,1,0.0,161.779358,274.5880587
11255,2,49,7,75544.83306649908,6479.204871178354,1,2,1,0,13,8.220100778184722,6.711780832279712,3.5932997406050924,1,269.2859724575247,26.86357538176719,371,1,36.471405216833936,98.07657434003852,762.0168400296466
3229,2,35,0,37898.34,3244.195,8,7,24,3,15,9.0,9.97,11.0,2,2543.03,31.55485049,161,2,49.67038871,42.03467907,472.7144322
5250,6,27,13,137625.04,11731.75333,4,4,6,0,14,9.0,10.24,4.0,1,670.43,31.59650681,245,1,0.0,979.3219492,473.8533841
7515,7,40,0,97384.44,8167.37,1,3,8,1,20,11.0,0.52,4.0,1,405.45,28.529662,337,1,77.28494292,231.1741855,758.2778716
11839,3,32,3,29391.56538820459,2648.7545711667312,2,5,4,1,3,4.908508923586059,2.2801644980525326,2.0,1,1135.009295407366,28.723366336570187,288,1,25.64891810453382,153.67378554343796,375.5527534535595
3319,1,43,7,12931.56,1348.63,4,4,9,3,18,20.0,18.51,3.0,2,752.86,27.70974959,256,2,20.57915471,105.5666125,298.7172328
5195,1,34,4,29409.66,2579.805,5,1,6,2,8,5.0,2.42,0.0,1,301.38,32.68784036,383,0,35.00184261,205.8159614,287.1626959
10351,1,46,7,33427.13,2708.594167,4,2,4,0,7,5.6088744153590095,5.51,4.0,1,828.32,34.35465994140176,367,0,0.0,102.45052786546603,434.2757725478382
6210,3,27,14,152104.68,12603.39,2,3,11,1,16,6.0,-1.24,2.0,1,370.63,37.15749764,280,1,114.7030917,852.0251132,573.6107951
11536,1,34,10,72320.71869134411,6295.916031247305,0,3,10,1,2,6.0366396795539625,4.49432589912991,1.0,1,585.830598162094,32.24927400644958,390,1,33.48881873053106,172.2540220389287,673.8487623182019
6903,2,24,8,10482.305,1114.525417,9,8,20,4,31,27.0,8.31,11.0,0,2146.8,23.65472424,207,2,29.37904738,122.0549709,250.0185234
5120,6,24,14,69740.96,5926.746667,5,1,9,2,3,2.0,6.24,0.0,1,894.04,31.2233564,233,1,78.45405614,92.06523179,672.1553787
11358,2,48,6,15641.73,1205.4775,1,4,8,4,0,4.0,11.73,3.0,1,1429.18,26.93525150654063,257,1,30.88270742,105.77480215655693,271.8731724195691
1563,6,24,8,105449.34,9012.445,2,1165,3,-100,12,3.0,10.04,3.0,1,427.68,33.5250239,323,1,157.3662611,173.345803,820.5324359
4429,7,39,5,8081019.0,4949.0,9,514,24,5,56,27.0,9.39,12.0,0,2373.61,27.44305621,200,2,258.8488611,57.35710082,418.6940381
5955,4,30,2,20521.36,1721.113333,10,8,17,3,21,4211.0,13.94,10.0,2,1896.78,24.76158295,129,2,42.15204181,110.9633525,308.995939
3071,0,33,3,133439.76,11066.98,2,3,11,4,5,3.0,2.21,4.0,1,863.99,36.20746741,367,1,432.5213188,150.406119,763.7705621
12334,3,40,8,23139.23843993036,1735.7430521582457,5,3,6,2,7,13.904214938918066,11.030795293368302,5.023946265270483,1,877.6058272963269,30.44911472864465,185,1,30.033268972046965,72.48171306876591,359.86200987196645
10858,6,41,13,114856.23245766212,9320.777388816734,1,3,4,2,10,1.2550015923068405,4.4605017515375245,2.7449984076931595,1,894.9489938792809,36.986316122026544,308,1,403.70466455271594,839.9133388109689,224.22854198179863
8498,5,14,11,20621.72,1849.476667,7,8,30,2,15,21.0,11.35,13.0,2,2309.82,36.01174435,223,2,29.60233077,143.4570135,291.8883224
9856,5,40,13,18623.41,1764.950833,8,7,21,4,54,12.0,15.41,13.0,2,2454.73,40.96744755,242,2,58.51794308,45.44965771,342.5274825
7743,0,29,0,44913.34,3480.778333,2,1,3276,0,13,4.0,0.57,0.0,1,552.97,25.3391396,378,1,0.0,111.5483549,516.5294784
4978,1,50,14,16965.3,1247.775,1,5,3,0,15,5.0,-1.98,6.0,1,69.93,30.98911241,190,1,0.0,114.548666,300.228834
11381,6,28,5,88562.58466195792,7498.621970348256,2,4,5,-14,9,3.5763151440527983,7.931671397931753,5.7118424279736,1,794.0689478847578,27.55838966452622,306,0,0.0,99.58573393849932,893.1580388251494
9479,6,28,2,18733.04,1456.086667,10,8,22,9,35,20.0,28.12,13.0,0,3801.94,30.28849949,35,2,135.9232479,50.97042313,218.7149956
8192,4,29,1,60529.08,5069.09,5,3,219,1241,3,20.0,15.84,6.0,2,2329.34,39.819232,196,2,317.5806679,62.27656606,377.0517661
12025,3,37,4,43349.43358423866,3577.388978086764,2,5,10,1,5,9.113932587324761,5.5701573143691405,4.0,1,427.827276788948,29.41315481580717,354,1,45.46445598799666,373.3059130232831,220.10785466507457
10806,5,29,12,65812.72016509755,5181.782333169007,0,1,8,2,4,7.178457341643657,8.356704712566998,8.0,1,1445.8119659541978,26.30374356113516,244,1,496.2788156434905,110.72979683498437,618.9589277385202
7015,6,33,8,36029.25,3111.4375,3,6,12,3,24,11.0,10.99,1.0,1,917.17,29.6624772,378,1,83.18282267,109.6681549,388.2927724
11468,6,46,3,18365.85829603451,1592.8567467923417,3,5,5,3,4,5.366261792482499,3.067108637969844,3.725303655638126,1,971.9672650062248,27.36408157644151,279,1,28.468720694111738,85.81266822693881,335.00428578994274
2213,3,44,12,62877.92,5071.826667,9,784,21,3,40,14.0,11.07,6.0,2,2698.89,38.45932915,146,2,95.2040667,126.1879611,535.7906389
9082,2,37,10,128674.44,10551.87,1,7,2,0,9,2.0,11.49,2.0,1,930.71,40.05184062,288,1,0.0,494.9495955,820.2374045
6259,0,46,5,62630.6,5286.216667,9,6,22,5,55,14.0,17.07,14.0,2,2425.13,25.7981524,200,2,229.7753057,172.7152256,376.1311354
9929,3,44,14,20780.41,1643.700833,7,7,29,2,11,9.0,18.95,9.0,2,2140.2,26.43782059,121,2,20.13365241,44.50304234,349.7333886
5623,0,46,7,33427.13,2708.594167,4,2,4,0,8,6.0,5.51,4.0,1,828.32,35.67255746,368,1,0.0,89.42122043,441.4381962
2111,4,40,13,18623.41,1764.950833,1632,7,21,4,54,12.0,15.41,13.0,2,2454.73,35.11987742,243,0,58.51794308,114.4597826,273.5173576
4608,1,52,5,17127.3,1407.275,8,7,6,2,12,8.0,8.25,0.0,1,957.51,38.9748517,351,0,18.43747906,55.33369393,346.956327
11275,4,38,2,25306.090061571824,2325.2898307751907,5,7,18,-39,7,10.186316438078936,3.9268112462676195,2.406841780960532,2,397.61366525937575,30.415086103153897,291,2,31.348748113256303,39.61007525233682,405.6385775255997
11423,2,45,10,28108.99905456078,2299.834408705551,0,765,2,0,14,5.608787080583329,4.739142320475833,3.0806930968095263,1,591.8603930958498,37.07197391522392,374,1,13.88020655442908,120.66825619253667,354.6280471785993
11655,2,46,11,78196.81257226973,6379.855620820437,1,1,6,2,6,5.11363902717965,7.489088108565396,2.5227261312087217,1,557.2198454988916,34.91200466530067,305,0,23397.36289818164,118.33417700953731,663.0213553619807
11238,6,45,2,129499.04911550807,10883.188962077877,0,6,9,2,-1,0.9105646888026286,1.4233307462986826,2.260161339657894,1,775.9334773855112,44.04984785124386,280,1,129.09706594164788,301.4560253602642,906.4649982075862
11757,2,47,0,41016.90797857403,3670.907731059512,0,3,3,1,14,7.508238267785043,5.6343092425971,1.9385297834731303,1,474.3371165642902,36.285025027910436,215,1,28.85889318486086,60.20786353343394,518.638718555384
5292,0,48,10,100971.6,8286.3,2,6,7,1,12,4.0,4.0,3.0,1,1138.38,33.114883,205,1,48.69755777,725.0724111,344.8600311
9953,4,49,12,93898.05,7739.8375,5,2,1,4,9,5.0,2.43,1.0,1,31.44,31.27311432,268,1,256.2692048,590.5241854,207.1903598
10505,1,52,8,27275.68469884222,2368.198342539106,7,5,7,0,25,18.223024424642553,4.131155171485276,1.4460488492851056,1,1373.7022702936085,37.40177192910111,205,1,14.648358956589346,88.39178578231191,407.6723589386676
7903,3,34,1,8291.51,961.9591667,6,1343,15,8,29,17.0,0.9,11.0,0,2511.39,37.0354204,137,2,38614.0,39.71574549,273.2513602
10118,3,18,6,21846.06,1978.505,2,6,8,-100,6,6.280683215515975,0.95,2.0,1,284.95,26.14985279695344,215,1,22.09594399,171.92885119936858,279.79154403606003
355,4,19,1,19575.89,1559.324167,5,10,16,5,16,16.0,18.27,8.0,2,2394.38,31.33493373,208,2,54.09079591,35.44777758,326.3938432
1429,3,35,14,49228.35,4210.3625,9,323,15,7,60,22.0,9.72,8.0,0,2639.26,36.73828783,164,2,199.4342647,105.4512461,366.1507392
6673,1,27,10,16038.69,1176.5575,8,7,16,7,24,12.0,13.5,9.0,2,1975.78,33.23005013,201,2,79.94205891,69.0414126,248.6722785
8802,5,43,8,16524.395,1645.032917,5,5,20,4,26,19.0,11.65,3.0,2,988.27,27.86513198,312,1,44.23685736,123.5452965,276.7211378
9003,7,26,4,122705.73,10049.4775,5,6,6,3,13,10.0,6.34,5.0,1,1004.82,32.46962817,252,1,200.3156921,833.49311,251.1389479
11456,3,54,9,41481.82,3571.684741211564,1,3,4,3,9,4.0,15.443973610544067,2.0,1,650.2,32.56105857177498,237,0,129.75240346297045,83.84692782286214,417.14280455995777
